CSDUID,CSD,Period,IndicatorSummaryDescription,Gender,UnitOfMeasure,OriginalValue
4817822,Wabasca 166C,1986,Participation Rate,Male,,0.40000
4817822,Wabasca 166C,1991,Participation Rate,Male,,0.00000
4817822,Wabasca 166C,1996,Participation Rate,Male,,0.50000
4817822,Wabasca 166C,2001,Participation Rate,Male,,0.54500
4817822,Wabasca 166C,2006,Participation Rate,Male,,0.63600
4817822,Wabasca 166C,2011,Participation Rate,Male,,0.42900
4817822,Wabasca 166C,2016,Participation Rate,Male,,0.46200
4817822,Wabasca 166C,2021,Participation Rate,Male,,0.50000
4817822,Wabasca 166C,1986,Participation Rate,Both,,0.30000
4817822,Wabasca 166C,1991,Participation Rate,Both,,0.22200
4817822,Wabasca 166C,1996,Participation Rate,Both,,0.36000
4817822,Wabasca 166C,2001,Participation Rate,Both,,0.47600
4817822,Wabasca 166C,2006,Participation Rate,Both,,0.52400
4817822,Wabasca 166C,2011,Participation Rate,Both,,0.44000
4817822,Wabasca 166C,2016,Participation Rate,Both,,0.33300
4817822,Wabasca 166C,2021,Participation Rate,Both,,0.52000
4817822,Wabasca 166C,1986,Unemployment Rate,Female,,0.00000
4817822,Wabasca 166C,1991,Unemployment Rate,Female,,0.00000
4817822,Wabasca 166C,1996,Unemployment Rate,Female,,0.00000
4817822,Wabasca 166C,2001,Unemployment Rate,Female,,0.50000
4817822,Wabasca 166C,2006,Unemployment Rate,Female,,0.50000
4817822,Wabasca 166C,2011,Unemployment Rate,Female,,0.00000
4817822,Wabasca 166C,2016,Unemployment Rate,Female,,0.00000
4817822,Wabasca 166C,2021,Unemployment Rate,Female,,0.33000
4817822,Wabasca 166C,1986,Unemployment Rate,Male,,0.50000
4817822,Wabasca 166C,1991,Unemployment Rate,Male,,0.00000
4817822,Wabasca 166C,1996,Unemployment Rate,Male,,0.71400
4817822,Wabasca 166C,2001,Unemployment Rate,Male,,0.66700
4817822,Wabasca 166C,2006,Unemployment Rate,Male,,0.42900
4817822,Wabasca 166C,2011,Unemployment Rate,Male,,0.00000
4817822,Wabasca 166C,2016,Unemployment Rate,Male,,0.50000
4817822,Wabasca 166C,2021,Unemployment Rate,Male,,0.71000
4817822,Wabasca 166C,1986,Unemployment Rate,Both,,0.00000
4817822,Wabasca 166C,1991,Unemployment Rate,Both,,0.00000
4817822,Wabasca 166C,1996,Unemployment Rate,Both,,0.44400
4817822,Wabasca 166C,2001,Unemployment Rate,Both,,0.60000
4817822,Wabasca 166C,2006,Unemployment Rate,Both,,0.36400
4817822,Wabasca 166C,2011,Unemployment Rate,Both,,0.18200
4817822,Wabasca 166C,2016,Unemployment Rate,Both,,0.44400
4817822,Wabasca 166C,2021,Unemployment Rate,Both,,0.46000
4817822,Wabasca 166C,1986,Employment Rate,Female,,0.20000
4817822,Wabasca 166C,1991,Employment Rate,Female,,0.00000
4817822,Wabasca 166C,1996,Employment Rate,Female,,0.20000
4817822,Wabasca 166C,2001,Employment Rate,Female,,0.27273
4817822,Wabasca 166C,2006,Employment Rate,Female,,0.30000
4817822,Wabasca 166C,2011,Employment Rate,Female,,0.25000
4817822,Wabasca 166C,2016,Employment Rate,Female,,0.23100
4817822,Wabasca 166C,2021,Employment Rate,Female,,0.40000
4817822,Wabasca 166C,1986,Employment Rate,Male,,0.40000
4817822,Wabasca 166C,1991,Employment Rate,Male,,0.50000
4817822,Wabasca 166C,1996,Employment Rate,Male,,0.21429
4817822,Wabasca 166C,2001,Employment Rate,Male,,0.18182
4817822,Wabasca 166C,2006,Employment Rate,Male,,0.27273
4817822,Wabasca 166C,2011,Employment Rate,Male,,0.35700
4817822,Wabasca 166C,2016,Employment Rate,Male,,0.23100
4817822,Wabasca 166C,2021,Employment Rate,Male,,0.14000
4817822,Wabasca 166C,1986,Employment Rate,Both,,0.30000
4817822,Wabasca 166C,1991,Employment Rate,Both,,0.22222
4817822,Wabasca 166C,1996,Employment Rate,Both,,0.24000
4817822,Wabasca 166C,2001,Employment Rate,Both,,0.23800
4817822,Wabasca 166C,2006,Employment Rate,Both,,0.33300
4817822,Wabasca 166C,2011,Employment Rate,Both,,0.36000
4817822,Wabasca 166C,2016,Employment Rate,Both,,0.22200
4817822,Wabasca 166C,2021,Employment Rate,Both,,0.24000
4817823,Wabasca 166D,1986,Participation Rate,Female,,0.41200
4817823,Wabasca 166D,1991,Participation Rate,Female,,0.34800
4817823,Wabasca 166D,1996,Participation Rate,Female,,0.40000
4817823,Wabasca 166D,2001,Participation Rate,Female,,0.52000
4817823,Wabasca 166D,2006,Participation Rate,Female,,0.53700
4817823,Wabasca 166D,2011,Participation Rate,Female,,0.50000
4817823,Wabasca 166D,2016,Participation Rate,Female,,0.48300
4817823,Wabasca 166D,2021,Participation Rate,Female,,0.58000
4817823,Wabasca 166D,1986,Participation Rate,Male,,0.57100
4817823,Wabasca 166D,1991,Participation Rate,Male,,0.57100
4817823,Wabasca 166D,1996,Participation Rate,Male,,0.60700
4817823,Wabasca 166D,2001,Participation Rate,Male,,0.61100
4817823,Wabasca 166D,2006,Participation Rate,Male,,0.72400
4817823,Wabasca 166D,2011,Participation Rate,Male,,0.59000
4817823,Wabasca 166D,2016,Participation Rate,Male,,0.62300
4817823,Wabasca 166D,2021,Participation Rate,Male,,0.42000
4817823,Wabasca 166D,1986,Participation Rate,Both,,0.44700
4817823,Wabasca 166D,1991,Participation Rate,Both,,0.47100
4817823,Wabasca 166D,1996,Participation Rate,Both,,0.50000
4817823,Wabasca 166D,2001,Participation Rate,Both,,0.57700
4817823,Wabasca 166D,2006,Participation Rate,Both,,0.63400
4817823,Wabasca 166D,2011,Participation Rate,Both,,0.55100
4817823,Wabasca 166D,2016,Participation Rate,Both,,0.54100
4817823,Wabasca 166D,2021,Participation Rate,Both,,0.51000
4817823,Wabasca 166D,1986,Unemployment Rate,Female,,0.00000
4817823,Wabasca 166D,1991,Unemployment Rate,Female,,0.25000
4817823,Wabasca 166D,1996,Unemployment Rate,Female,,0.16700
4817823,Wabasca 166D,2001,Unemployment Rate,Female,,0.11500
4817823,Wabasca 166D,2006,Unemployment Rate,Female,,0.24100
4817823,Wabasca 166D,2011,Unemployment Rate,Female,,0.10300
4817823,Wabasca 166D,2016,Unemployment Rate,Female,,0.24100
4817823,Wabasca 166D,2021,Unemployment Rate,Female,,0.20000
4817823,Wabasca 166D,1986,Unemployment Rate,Male,,0.16700
4817823,Wabasca 166D,1991,Unemployment Rate,Male,,0.50000
4817823,Wabasca 166D,1996,Unemployment Rate,Male,,0.29400
4817823,Wabasca 166D,2001,Unemployment Rate,Male,,0.21200
4817823,Wabasca 166D,2006,Unemployment Rate,Male,,0.16700
4817823,Wabasca 166D,2011,Unemployment Rate,Male,,0.22200
4817823,Wabasca 166D,2016,Unemployment Rate,Male,,0.44700
4817823,Wabasca 166D,2021,Unemployment Rate,Male,,0.50000
4817823,Wabasca 166D,1986,Unemployment Rate,Both,,0.11800
4817823,Wabasca 166D,1991,Unemployment Rate,Both,,0.41700
4817823,Wabasca 166D,1996,Unemployment Rate,Both,,0.24100
4817823,Wabasca 166D,2001,Unemployment Rate,Both,,0.16700
4817823,Wabasca 166D,2006,Unemployment Rate,Both,,0.18300
4817823,Wabasca 166D,2011,Unemployment Rate,Both,,0.16900
4817823,Wabasca 166D,2016,Unemployment Rate,Both,,0.34800
4817823,Wabasca 166D,2021,Unemployment Rate,Both,,0.31000
4817823,Wabasca 166D,1986,Employment Rate,Female,,0.35294
4817823,Wabasca 166D,1991,Employment Rate,Female,,0.30435
4817823,Wabasca 166D,1996,Employment Rate,Female,,0.33333
4817823,Wabasca 166D,2001,Employment Rate,Female,,0.44000
4817823,Wabasca 166D,2006,Employment Rate,Female,,0.38889
4817823,Wabasca 166D,2011,Employment Rate,Female,,0.44800
4817823,Wabasca 166D,2016,Employment Rate,Female,,0.38300
4817823,Wabasca 166D,2021,Employment Rate,Female,,0.48000
4817823,Wabasca 166D,1986,Employment Rate,Male,,0.47619
4817823,Wabasca 166D,1991,Employment Rate,Male,,0.25000
4817823,Wabasca 166D,1996,Employment Rate,Male,,0.42857
4817823,Wabasca 166D,2001,Employment Rate,Male,,0.50000
4817823,Wabasca 166D,2006,Employment Rate,Male,,0.62069
4817823,Wabasca 166D,2011,Employment Rate,Male,,0.45900
4817823,Wabasca 166D,2016,Employment Rate,Male,,0.32800
4817823,Wabasca 166D,2021,Employment Rate,Male,,0.21000
4817823,Wabasca 166D,1986,Employment Rate,Both,,0.42105
4817823,Wabasca 166D,1991,Employment Rate,Both,,0.29412
4817823,Wabasca 166D,1996,Employment Rate,Both,,0.39655
4817823,Wabasca 166D,2001,Employment Rate,Both,,0.48100
4817823,Wabasca 166D,2006,Employment Rate,Both,,0.50900
4817823,Wabasca 166D,2011,Employment Rate,Both,,0.44900
4817823,Wabasca 166D,2016,Employment Rate,Both,,0.35200
4817823,Wabasca 166D,2021,Employment Rate,Both,,0.35000
4813061,Whispering Hills,1991,Participation Rate,Female,,0.60000
4813061,Whispering Hills,1996,Participation Rate,Female,,0.66700
4813061,Whispering Hills,2001,Participation Rate,Female,,0.70000
4813061,Whispering Hills,2006,Participation Rate,Female,,0.36400
4813061,Whispering Hills,2011,Participation Rate,Female,,0.00000
4813061,Whispering Hills,2016,Participation Rate,Female,,0.63600
4813061,Whispering Hills,2021,Participation Rate,Female,,0.33000
4813061,Whispering Hills,1991,Participation Rate,Male,,1.00000
4813061,Whispering Hills,1996,Participation Rate,Male,,0.83300
4813061,Whispering Hills,2001,Participation Rate,Male,,0.60000
4813061,Whispering Hills,2006,Participation Rate,Male,,0.62500
4813061,Whispering Hills,2011,Participation Rate,Male,,0.40000
4813061,Whispering Hills,2016,Participation Rate,Male,,0.72700
4813061,Whispering Hills,2021,Participation Rate,Male,,0.58000
4813061,Whispering Hills,1991,Participation Rate,Both,,0.66700
4813061,Whispering Hills,1996,Participation Rate,Both,,0.75000
4813061,Whispering Hills,2001,Participation Rate,Both,,0.65000
4813061,Whispering Hills,2006,Participation Rate,Both,,0.45000
4813061,Whispering Hills,2011,Participation Rate,Both,,0.26300
4813061,Whispering Hills,2016,Participation Rate,Both,,0.65200
4813061,Whispering Hills,2021,Participation Rate,Both,,0.43000
4813061,Whispering Hills,1991,Unemployment Rate,Female,,0.00000
4813061,Whispering Hills,1996,Unemployment Rate,Female,,0.50000
4813061,Whispering Hills,2001,Unemployment Rate,Female,,0.00000
4813061,Whispering Hills,2006,Unemployment Rate,Female,,0.00000
4813061,Whispering Hills,2011,Unemployment Rate,Female,,0.00000
4813061,Whispering Hills,2016,Unemployment Rate,Female,,0.00000
4813061,Whispering Hills,2021,Unemployment Rate,Female,,0.00000
4813061,Whispering Hills,1991,Unemployment Rate,Male,,0.00000
4813061,Whispering Hills,1996,Unemployment Rate,Male,,0.00000
4813061,Whispering Hills,2001,Unemployment Rate,Male,,0.33300
4813061,Whispering Hills,2006,Unemployment Rate,Male,,0.00000
4813061,Whispering Hills,2011,Unemployment Rate,Male,,0.00000
4813061,Whispering Hills,2016,Unemployment Rate,Male,,0.00000
4813061,Whispering Hills,2021,Unemployment Rate,Male,,0.00000
4813061,Whispering Hills,1991,Unemployment Rate,Both,,0.00000
4813061,Whispering Hills,1996,Unemployment Rate,Both,,0.22200
4813061,Whispering Hills,2001,Unemployment Rate,Both,,0.00000
4813061,Whispering Hills,2006,Unemployment Rate,Both,,0.22200
4813061,Whispering Hills,2011,Unemployment Rate,Both,,0.00000
4813061,Whispering Hills,2016,Unemployment Rate,Both,,0.13300
4813061,Whispering Hills,2021,Unemployment Rate,Both,,0.00000
4813061,Whispering Hills,1991,Employment Rate,Female,,0.60000
4813061,Whispering Hills,1996,Employment Rate,Female,,0.50000
4813061,Whispering Hills,2001,Employment Rate,Female,,0.70000
4813061,Whispering Hills,2006,Employment Rate,Female,,0.36364
4813061,Whispering Hills,2011,Employment Rate,Female,,0.00000
4813061,Whispering Hills,2016,Employment Rate,Female,,0.63600
4813061,Whispering Hills,2021,Employment Rate,Female,,0.33000
4813061,Whispering Hills,1991,Employment Rate,Male,,0.00000
4813061,Whispering Hills,1996,Employment Rate,Male,,0.66667
4813061,Whispering Hills,2001,Employment Rate,Male,,0.50000
4813061,Whispering Hills,2006,Employment Rate,Male,,0.50000
4813061,Whispering Hills,2011,Employment Rate,Male,,0.30000
4813061,Whispering Hills,2016,Employment Rate,Male,,0.63600
4813061,Whispering Hills,2021,Employment Rate,Male,,0.58000
4813061,Whispering Hills,1991,Employment Rate,Both,,0.83333
4813061,Whispering Hills,1996,Employment Rate,Both,,0.66667
4813061,Whispering Hills,2001,Employment Rate,Both,,0.65000
4813061,Whispering Hills,2006,Employment Rate,Both,,0.45000
4813061,Whispering Hills,2011,Employment Rate,Both,,0.26300
4813061,Whispering Hills,2016,Employment Rate,Both,,0.65200
4813061,Whispering Hills,2021,Employment Rate,Both,,0.43000
4813036,Thorhild County,1981,Participation Rate,Female,,0.40370
4813036,Thorhild County,1986,Participation Rate,Female,,0.58200
4813036,Thorhild County,1991,Participation Rate,Female,,0.67600
4813036,Thorhild County,1996,Participation Rate,Female,,0.65500
4813036,Thorhild County,2001,Participation Rate,Female,,0.61100
4813036,Thorhild County,2006,Participation Rate,Female,,0.66100
4813036,Thorhild County,2011,Participation Rate,Female,,0.58200
4813036,Thorhild County,2016,Participation Rate,Female,,0.56200
4813036,Thorhild County,2021,Participation Rate,Female,,0.58000
4813036,Thorhild County,1981,Participation Rate,Male,,0.79341
4813036,Thorhild County,1986,Participation Rate,Male,,0.81900
4813036,Thorhild County,1991,Participation Rate,Male,,0.80100
4813036,Thorhild County,1996,Participation Rate,Male,,0.80600
4813036,Thorhild County,2001,Participation Rate,Male,,0.79900
4813036,Thorhild County,2006,Participation Rate,Male,,0.79300
4813036,Thorhild County,2011,Participation Rate,Male,,0.79600
4813036,Thorhild County,2016,Participation Rate,Male,,0.68900
4813036,Thorhild County,2021,Participation Rate,Male,,0.65000
4813036,Thorhild County,1981,Participation Rate,Both,,0.61921
4813036,Thorhild County,1986,Participation Rate,Both,,0.71600
4813036,Thorhild County,1991,Participation Rate,Both,,0.74100
4813036,Thorhild County,1996,Participation Rate,Both,,0.73700
4813036,Thorhild County,2001,Participation Rate,Both,,0.71400
4813036,Thorhild County,2006,Participation Rate,Both,,0.73300
4813036,Thorhild County,2011,Participation Rate,Both,,0.69400
4813036,Thorhild County,2016,Participation Rate,Both,,0.62700
4813036,Thorhild County,2021,Participation Rate,Both,,0.62000
4813036,Thorhild County,1981,Unemployment Rate,Female,,0.05300
4813036,Thorhild County,1986,Unemployment Rate,Female,,0.10700
4813036,Thorhild County,1991,Unemployment Rate,Female,,0.05100
4813036,Thorhild County,1996,Unemployment Rate,Female,,0.03700
4813036,Thorhild County,2001,Unemployment Rate,Female,,0.02100
4813036,Thorhild County,2006,Unemployment Rate,Female,,0.02600
4813036,Thorhild County,2011,Unemployment Rate,Female,,0.03800
4813036,Thorhild County,2016,Unemployment Rate,Female,,0.08100
4813036,Thorhild County,2021,Unemployment Rate,Female,,0.05000
4813036,Thorhild County,1981,Unemployment Rate,Male,,0.07800
4813036,Thorhild County,1986,Unemployment Rate,Male,,0.05900
4813036,Thorhild County,1991,Unemployment Rate,Male,,0.03000
4813036,Thorhild County,1996,Unemployment Rate,Male,,0.08300
4813036,Thorhild County,2001,Unemployment Rate,Male,,0.04300
4813036,Thorhild County,2006,Unemployment Rate,Male,,0.03300
4813036,Thorhild County,2011,Unemployment Rate,Male,,0.01300
4813036,Thorhild County,2016,Unemployment Rate,Male,,0.13100
4813036,Thorhild County,2021,Unemployment Rate,Male,,0.10000
4813036,Thorhild County,1981,Unemployment Rate,Both,,0.02674
4813036,Thorhild County,1986,Unemployment Rate,Both,,0.07600
4813036,Thorhild County,1991,Unemployment Rate,Both,,0.03800
4813036,Thorhild County,1996,Unemployment Rate,Both,,0.06200
4813036,Thorhild County,2001,Unemployment Rate,Both,,0.03100
4813036,Thorhild County,2006,Unemployment Rate,Both,,0.03000
4813036,Thorhild County,2011,Unemployment Rate,Both,,0.02500
4813036,Thorhild County,2016,Unemployment Rate,Both,,0.11200
4813036,Thorhild County,2021,Unemployment Rate,Both,,0.08000
4813036,Thorhild County,1981,Employment Rate,Female,,0.38889
4813036,Thorhild County,1986,Employment Rate,Female,,0.51923
4813036,Thorhild County,1991,Employment Rate,Female,,0.63725
4813036,Thorhild County,1996,Employment Rate,Female,,0.63592
4813036,Thorhild County,2001,Employment Rate,Female,,0.59825
4813036,Thorhild County,2006,Employment Rate,Female,,0.64378
4813036,Thorhild County,2011,Employment Rate,Female,,0.56000
4813036,Thorhild County,2016,Employment Rate,Female,,0.51700
4813036,Thorhild County,2021,Employment Rate,Female,,0.55000
4813036,Thorhild County,1981,Employment Rate,Male,,0.78144
4813036,Thorhild County,1986,Employment Rate,Male,,0.76753
4813036,Thorhild County,1991,Employment Rate,Male,,0.77689
4813036,Thorhild County,1996,Employment Rate,Male,,0.73913
4813036,Thorhild County,2001,Employment Rate,Male,,0.76894
4813036,Thorhild County,2006,Employment Rate,Male,,0.76692
4813036,Thorhild County,2011,Employment Rate,Male,,0.78200
4813036,Thorhild County,2016,Employment Rate,Male,,0.59500
4813036,Thorhild County,2021,Employment Rate,Male,,0.59000
4813036,Thorhild County,1981,Employment Rate,Both,,0.60596
4813036,Thorhild County,1986,Employment Rate,Both,,0.65971
4813036,Thorhild County,1991,Employment Rate,Both,,0.71272
4813036,Thorhild County,1996,Employment Rate,Both,,0.69130
4813036,Thorhild County,2001,Employment Rate,Both,,0.69000
4813036,Thorhild County,2006,Employment Rate,Both,,0.71100
4813036,Thorhild County,2011,Employment Rate,Both,,0.67700
4813036,Thorhild County,2016,Employment Rate,Both,,0.55700
4813036,Thorhild County,2021,Employment Rate,Both,,0.57000
4813044,Athabasca County,1986,Participation Rate,Female,,0.57000
4813044,Athabasca County,1991,Participation Rate,Female,,0.67900
4813044,Athabasca County,1996,Participation Rate,Female,,0.65900
4813044,Athabasca County,2001,Participation Rate,Female,,0.70800
4813044,Athabasca County,2006,Participation Rate,Female,,0.66900
4813044,Athabasca County,2011,Participation Rate,Female,,0.60700
4813044,Athabasca County,2016,Participation Rate,Female,,0.65300
4813044,Athabasca County,2021,Participation Rate,Female,,0.61000
4813044,Athabasca County,1986,Participation Rate,Male,,0.84700
4813044,Athabasca County,1991,Participation Rate,Male,,0.86200
4813044,Athabasca County,1996,Participation Rate,Male,,0.83900
4813044,Athabasca County,2001,Participation Rate,Male,,0.80700
4813044,Athabasca County,2006,Participation Rate,Male,,0.80500
4813044,Athabasca County,2011,Participation Rate,Male,,0.80800
4813044,Athabasca County,2016,Participation Rate,Male,,0.75000
4813044,Athabasca County,2021,Participation Rate,Male,,0.67000
4813044,Athabasca County,1986,Participation Rate,Both,,0.71800
4813044,Athabasca County,1991,Participation Rate,Both,,0.77800
4813044,Athabasca County,1996,Participation Rate,Both,,0.75500
4813044,Athabasca County,2001,Participation Rate,Both,,0.76100
4813044,Athabasca County,2006,Participation Rate,Both,,0.74200
4813044,Athabasca County,2011,Participation Rate,Both,,0.71100
4813044,Athabasca County,2016,Participation Rate,Both,,0.70400
